hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,27,2015,September,36,1,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,NULL,0,Contract,101.03,0,0,Check-Out,9/8/2015
Resort Hotel,1,73,2015,September,36,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,120.71,0,1,Canceled,8/17/2015
Resort Hotel,0,123,2015,September,36,1,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,NULL,0,Transient,82.72,0,1,Check-Out,9/8/2015
Resort Hotel,1,27,2015,September,36,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,131,0,2,Canceled,8/10/2015
Resort Hotel,1,97,2015,September,36,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,120.71,0,0,Canceled,6/6/2015
Resort Hotel,0,73,2015,September,36,1,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,110.71,0,0,Check-Out,9/8/2015
Resort Hotel,1,97,2015,September,36,1,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,136,0,0,Canceled,7/25/2015
Resort Hotel,0,27,2015,September,36,1,2,6,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,NULL,0,Transient-Party,186,0,1,Check-Out,9/9/2015
Resort Hotel,0,27,2015,September,36,1,2,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient-Party,114.19,0,1,Check-Out,9/9/2015
Resort Hotel,1,27,2015,September,36,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,186,0,2,Canceled,8/18/2015
Resort Hotel,0,140,2015,September,36,1,2,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,86.95,1,0,Check-Out,9/11/2015
Resort Hotel,0,62,2015,September,36,1,2,10,2,0,0,BB,UKR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,113,0,2,Check-Out,9/13/2015
Resort Hotel,0,381,2015,September,36,1,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,82.88,0,0,Check-Out,9/15/2015
Resort Hotel,0,0,2015,September,36,2,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,88,NULL,0,Transient,134,0,0,Check-Out,9/3/2015
Resort Hotel,1,149,2015,September,36,2,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,155,0,3,Canceled,4/20/2015
Resort Hotel,1,1,2015,September,36,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,NULL,0,Transient,146,0,0,Canceled,9/1/2015
Resort Hotel,1,149,2015,September,36,2,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,155,0,3,Canceled,4/20/2015
Resort Hotel,0,4,2015,September,36,2,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,154.25,0,0,Check-Out,9/6/2015
Resort Hotel,0,104,2015,September,36,2,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241,NULL,0,Transient,71.69,0,0,Check-Out,9/7/2015
Resort Hotel,0,104,2015,September,36,2,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241,NULL,0,Transient,71.69,0,0,Check-Out,9/7/2015
Resort Hotel,0,68,2015,September,36,2,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250,NULL,0,Transient,150.71,1,0,Check-Out,9/9/2015
Resort Hotel,1,4,2015,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,No Deposit,96,NULL,0,Transient-Party,57,0,0,Canceled,9/1/2015
Resort Hotel,1,71,2015,September,36,2,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,153,0,0,Canceled,6/26/2015
Resort Hotel,1,149,2015,September,36,2,2,6,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,153,0,0,Canceled,4/10/2015
Resort Hotel,0,1,2015,September,36,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,131.4,0,0,Check-Out,9/5/2015
Resort Hotel,0,55,2015,September,36,3,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,5,NULL,0,Transient,90.4,1,0,Check-Out,9/6/2015
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,SMR,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,57,2015,September,36,3,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,171,NULL,0,Transient,65.5,1,0,Check-Out,9/4/2015
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,29,2015,September,36,3,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,F,2,No Deposit,250,NULL,0,Transient,211,0,2,Check-Out,9/6/2015
Resort Hotel,0,154,2015,September,36,3,0,3,1,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,1,No Deposit,NULL,268,0,Transient-Party,80,0,0,Check-Out,9/6/2015
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,6,2015,September,36,3,0,3,2,0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,1,304,2015,September,36,3,0,3,40,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Group,0,0,0,Canceled,1/2/2015
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,8,NULL,0,Contract,109.5,0,1,Check-Out,9/7/2015
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,144.9,0,2,Check-Out,9/7/2015
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,8,NULL,0,Contract,79.5,0,0,Check-Out,9/7/2015
Resort Hotel,0,29,2015,September,36,3,1,3,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,8,NULL,0,Contract,124.5,1,2,Check-Out,9/7/2015
Resort Hotel,0,297,2015,September,36,3,1,3,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,123,0,2,Check-Out,9/7/2015
Resort Hotel,1,297,2015,September,36,3,1,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,0,0,0,Canceled,11/18/2014
Resort Hotel,0,52,2015,September,36,3,2,7,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,113,1,2,Check-Out,9/12/2015
Resort Hotel,0,92,2015,September,36,3,2,7,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,1,0,Check-Out,9/12/2015
Resort Hotel,0,52,2015,September,36,3,2,7,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,NULL,NULL,0,Transient-Party,166,0,3,Check-Out,9/12/2015
Resort Hotel,0,56,2015,September,36,3,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,79.5,0,1,Check-Out,9/13/2015
Resort Hotel,0,65,2015,September,36,3,2,8,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Transient,79.5,0,0,Check-Out,9/13/2015
Resort Hotel,0,50,2015,September,36,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,79.5,0,1,Check-Out,9/10/2015
Resort Hotel,0,163,2015,September,36,3,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,91.46,0,1,Check-Out,9/10/2015
Resort Hotel,1,48,2015,September,36,3,2,8,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,I,0,No Deposit,250,NULL,0,Transient,153,0,0,No-Show,9/3/2015
Resort Hotel,0,327,2015,September,36,3,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,62.48,0,1,Check-Out,9/17/2015
Resort Hotel,0,0,2015,September,36,4,0,1,2,0,0,BB,ITA,Corporate,Corporate,0,0,0,D,F,1,No Deposit,NULL,110,0,Transient,124.1,1,0,Check-Out,9/5/2015
Resort Hotel,1,1,2015,September,36,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,117.9,0,0,Canceled,9/4/2015
Resort Hotel,0,1,2015,September,36,4,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,240,NULL,0,Transient,143,1,2,Check-Out,9/5/2015
Resort Hotel,0,0,2015,September,36,4,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,E,0,No Deposit,250,NULL,0,Transient,131,0,0,Check-Out,9/5/2015
Resort Hotel,0,14,2015,September,36,4,0,2,3,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,Refundable,96,NULL,0,Transient-Party,128,1,0,Check-Out,9/6/2015
Resort Hotel,0,88,2015,September,36,4,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,167,1,0,Check-Out,9/6/2015
Resort Hotel,1,105,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,153,0,0,Canceled,6/4/2015
Resort Hotel,0,0,2015,September,36,4,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,172,0,1,Check-Out,9/6/2015
Resort Hotel,1,77,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,0,0,Canceled,6/29/2015
Resort Hotel,0,15,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,146,0,1,Check-Out,9/6/2015
Resort Hotel,1,29,2015,September,36,4,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Contract,79.5,0,0,Canceled,8/6/2015
Resort Hotel,0,28,2015,September,36,4,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Contract,116.8,0,0,Check-Out,9/7/2015
Resort Hotel,1,23,2015,September,36,4,1,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,155,0,0,Canceled,8/14/2015
Resort Hotel,0,28,2015,September,36,4,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,8,NULL,0,Contract,79.5,1,0,Check-Out,9/7/2015
Resort Hotel,0,3,2015,September,36,4,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,1,2,Check-Out,9/7/2015
Resort Hotel,1,28,2015,September,36,4,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Contract,116.8,0,0,Canceled,8/7/2015
Resort Hotel,0,0,2015,September,36,4,2,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,2,No Deposit,NULL,NULL,0,Transient,176,0,0,Check-Out,9/8/2015
Resort Hotel,0,4,2015,September,36,4,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,151.25,0,2,Check-Out,9/8/2015
Resort Hotel,0,63,2015,September,36,4,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,168,1,1,Check-Out,9/9/2015
Resort Hotel,0,67,2015,September,36,4,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,0,1,Check-Out,9/9/2015
Resort Hotel,1,29,2015,September,36,4,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,NULL,0,Transient,151.88,0,1,Canceled,8/6/2015
Resort Hotel,0,73,2015,September,36,4,2,7,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,153,0,0,Check-Out,9/13/2015
Resort Hotel,0,51,2015,September,36,4,3,7,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,NULL,0,Contract,104.8,1,0,Check-Out,9/14/2015
Resort Hotel,0,150,2015,September,36,4,3,7,2,0,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,183,1,0,Check-Out,9/14/2015
Resort Hotel,0,23,2015,September,36,4,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120,0,2,Check-Out,9/10/2015
Resort Hotel,0,67,2015,September,36,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Transient,97.5,0,0,Check-Out,9/11/2015
Resort Hotel,1,30,2015,September,36,5,0,1,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,149,NULL,0,Transient,143.5,0,0,Canceled,8/28/2015
Resort Hotel,1,15,2015,September,36,5,1,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,163,0,0,Canceled,8/21/2015
Resort Hotel,0,68,2015,September,36,5,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,0,2,Check-Out,9/11/2015
Resort Hotel,0,47,2015,September,36,5,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,171,0,1,Check-Out,9/11/2015
Resort Hotel,0,47,2015,September,36,5,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,171,0,2,Check-Out,9/11/2015
Resort Hotel,1,74,2015,September,36,5,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,143,0,0,Canceled,6/29/2015
Resort Hotel,1,333,2015,September,36,5,2,5,26,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96,NULL,0,Group,0,0,0,Canceled,1/2/2015
Resort Hotel,0,26,2015,September,36,5,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,156,0,0,Check-Out,9/12/2015
Resort Hotel,0,25,2015,September,36,5,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,139.5,1,1,Check-Out,9/7/2015
Resort Hotel,0,71,2015,September,36,5,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,113,0,0,Check-Out,9/9/2015
Resort Hotel,1,314,2015,September,36,5,2,5,2,1,0,HB,PRT,Direct,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,154.14,0,0,Canceled,1/2/2015
Resort Hotel,0,54,2015,September,36,5,2,5,2,0,0,BB,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,98,0,2,Check-Out,9/12/2015
Resort Hotel,1,74,2015,September,36,5,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,113,0,0,Canceled,6/26/2015
Resort Hotel,0,74,2015,September,36,5,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Transient,107.5,0,0,Check-Out,9/12/2015
Resort Hotel,0,26,2015,September,36,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142,NULL,0,Contract,124.8,0,0,Check-Out,9/12/2015
Resort Hotel,1,94,2015,September,36,5,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,153,0,0,No-Show,9/5/2015
Resort Hotel,1,54,2015,September,36,5,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,131,0,2,Canceled,7/14/2015
Resort Hotel,0,52,2015,September,36,5,2,5,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,149,NULL,0,Transient,111.5,1,0,Check-Out,9/12/2015
Resort Hotel,0,47,2015,September,36,5,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,98,0,1,Check-Out,9/12/2015
Resort Hotel,1,74,2015,September,36,5,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,0,0,Canceled,7/13/2015
Resort Hotel,1,1,2015,September,36,5,2,6,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,153,0,0,Canceled,9/4/2015
Resort Hotel,1,50,2015,September,36,5,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,123,0,0,Canceled,9/4/2015
Resort Hotel,1,155,2015,September,36,5,3,6,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,197,0,2,Canceled,4/7/2015
Resort Hotel,1,323,2015,September,36,5,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,NULL,0,Transient-Party,97.5,0,1,Canceled,5/1/2015
Resort Hotel,1,323,2015,September,36,5,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,NULL,0,Transient-Party,97.5,0,1,Canceled,5/1/2015
Resort Hotel,0,340,2015,September,36,5,4,6,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,96,NULL,0,Transient,87.75,0,2,Check-Out,9/15/2015
Resort Hotel,0,103,2015,September,36,5,4,10,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,83.7,1,1,Check-Out,9/19/2015
Resort Hotel,0,356,2015,September,36,5,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,2,NULL,0,Contract,91.77,0,0,Check-Out,9/19/2015
Resort Hotel,0,5,2015,September,37,6,0,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,0,0,0,Check-Out,9/6/2015
Resort Hotel,0,40,2015,September,37,6,2,0,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,128,0,1,Check-Out,9/8/2015
Resort Hotel,1,116,2015,September,37,6,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,0,3,Canceled,5/13/2015
Resort Hotel,0,74,2015,September,37,6,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,241,NULL,0,Transient,71.69,0,1,Check-Out,9/9/2015
Resort Hotel,0,25,2015,September,37,6,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,114.5,0,1,Check-Out,9/10/2015
Resort Hotel,1,32,2015,September,37,6,1,0,2,0,0,HB,PRT,Offline TA/TO,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,149,0,0,Canceled,8/6/2015
Resort Hotel,1,12,2015,September,37,6,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,NULL,0,Transient,123,0,1,Canceled,8/25/2015
Resort Hotel,1,26,2015,September,37,6,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,117.8,0,1,Canceled,8/31/2015
Resort Hotel,1,73,2015,September,37,6,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,0,1,Canceled,6/29/2015
Resort Hotel,1,26,2015,September,37,6,2,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,NULL,0,Transient,198,0,2,Canceled,8/11/2015
Resort Hotel,1,27,2015,September,37,6,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142,NULL,0,Contract,124.8,0,0,Canceled,8/18/2015
Resort Hotel,0,110,2015,September,37,6,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,1,0,Check-Out,9/11/2015
Resort Hotel,1,75,2015,September,37,6,2,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,89,0,0,Canceled,7/31/2015
Resort Hotel,0,61,2015,September,37,6,2,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,128,0,0,Check-Out,9/12/2015
Resort Hotel,1,60,2015,September,37,6,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,146,0,0,Canceled,8/24/2015
Resort Hotel,1,61,2015,September,37,6,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,131,0,3,Canceled,8/25/2015
Resort Hotel,0,57,2015,September,37,6,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,98,0,0,Check-Out,9/12/2015
Resort Hotel,0,61,2015,September,37,6,2,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,161,0,3,Check-Out,9/12/2015
Resort Hotel,0,47,2015,September,37,6,2,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Contract,79.5,0,0,Check-Out,9/12/2015
Resort Hotel,0,30,2015,September,37,6,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,126.29,1,2,Check-Out,9/13/2015
Resort Hotel,0,59,2015,September,37,6,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,243,NULL,0,Transient,105.5,0,0,Check-Out,9/13/2015
Resort Hotel,0,78,2015,September,37,6,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250,NULL,0,Transient,208.14,1,1,Check-Out,9/13/2015
Resort Hotel,1,142,2015,September,37,6,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,103.85,0,1,Canceled,5/23/2015
Resort Hotel,0,94,2015,September,37,6,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96,NULL,0,Transient,79.5,0,0,Check-Out,9/13/2015
Resort Hotel,0,69,2015,September,37,6,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,G,1,No Deposit,240,NULL,0,Transient,113,1,3,Check-Out,9/13/2015
Resort Hotel,0,78,2015,September,37,6,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,163,1,0,Check-Out,9/13/2015
Resort Hotel,0,115,2015,September,37,6,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,107.5,0,0,Check-Out,9/13/2015
Resort Hotel,0,128,2015,September,37,6,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95,NULL,0,Transient,97.5,0,0,Check-Out,9/13/2015
Resort Hotel,1,90,2015,September,37,6,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,113,0,1,Canceled,8/1/2015
Resort Hotel,0,328,2015,September,37,6,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,NULL,0,Transient,66.15,0,1,Check-Out,9/16/2015
Resort Hotel,1,136,2015,September,37,6,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142,NULL,0,Contract,99.8,0,0,Canceled,6/5/2015
Resort Hotel,0,143,2015,September,37,6,4,6,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142,NULL,0,Contract,111.96,0,0,Check-Out,9/16/2015
Resort Hotel,0,90,2015,September,37,6,4,7,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,139.18,0,0,Check-Out,9/17/2015
